,index,timestamp,userID,data_str,movieID,rating
1040,157685,2023-02-08T02:27:42,937888,GET /rate/the+conscientious+objector+2004=2,the+conscientious+objector+2004,2
1041,157687,2023-02-08T02:27:42,771481,GET /rate/the+lorax+2012=3,the+lorax+2012,3
1042,157704,2023-02-08T02:27:42,346559,GET /rate/hababam+snf+tatilde+1977=3,hababam+snf+tatilde+1977,3
1043,158011,2023-02-08T02:27:43,858947,GET /rate/ira++abby+2006=2,ira++abby+2006,2
1044,158042,2023-02-08T02:27:43,432142,GET /rate/i+am+dina+2002=3,i+am+dina+2002,3
1045,158394,2023-02-08T02:27:43,317308,GET /rate/cloudy+with+a+chance+of+meatballs+2+2013=3,cloudy+with+a+chance+of+meatballs+2+2013,3
1046,158395,2023-02-08T02:27:43,403650,GET /rate/harry+potter+and+the+goblet+of+fire+2005=4,harry+potter+and+the+goblet+of+fire+2005,4
1047,158820,2023-02-08T02:27:44,355359,GET /rate/marjoe+1972=3,marjoe+1972,3
1048,158912,2023-02-08T02:27:44,851097,GET /rate/the+reef+2010=3,the+reef+2010,3
1049,159321,2023-02-08T02:27:45,285253,GET /rate/the+seven+year+itch+1955=4,the+seven+year+itch+1955,4
1050,159410,2023-02-08T02:27:45,934610,GET /rate/night+of+the+demons+1988=3,night+of+the+demons+1988,3
1051,159430,2023-02-08T02:27:45,590906,GET /rate/phoenix+1998=3,phoenix+1998,3
1052,159470,2023-02-08T02:27:45,626999,GET /rate/catch+me+if+you+can+2002=4,catch+me+if+you+can+2002,4
1053,159514,2023-02-08T02:27:45,903711,GET /rate/chinese+take-out+2011=4,chinese+take-out+2011,4
1054,159564,2023-02-08T02:27:46,183368,GET /rate/the+wind+rises+2013=4,the+wind+rises+2013,4
1055,159636,2023-02-08T02:27:46,694278,GET /rate/the+hunger+games+mockingjay+-+part+1+2014=4,the+hunger+games+mockingjay+-+part+1+2014,4
1056,159838,2023-02-08T02:27:46,789617,GET /rate/eden+is+west+2009=4,eden+is+west+2009,4
1057,159993,2023-02-08T02:27:46,791823,GET /rate/the+tale+of+zatichi+continues+1962=3,the+tale+of+zatichi+continues+1962,3
1058,160114,2023-02-08T02:27:47,200570,GET /rate/luca_+luca+2003=2,luca_+luca+2003,2
1059,160190,2023-02-08T02:27:47,904301,GET /rate/the+old+dark+house+1932=4,the+old+dark+house+1932,4
1060,160336,2023-02-08T02:27:47,844785,GET /rate/the+blank+generation+1976=4,the+blank+generation+1976,4
1061,160385,2023-02-08T02:27:47,317514,GET /rate/fort+apache_+the+bronx+1981=4,fort+apache_+the+bronx+1981,4
1062,160653,2023-02-08T02:27:48,587427,GET /rate/close-up+1990=4,close-up+1990,4
1063,160957,2023-02-08T02:27:48,595091,GET /rate/ratatouille+2007=4,ratatouille+2007,4
1064,161221,2023-02-08T02:27:49,73768,GET /rate/for+whom+the+bell+tolls+1943=5,for+whom+the+bell+tolls+1943,5
1065,161361,2023-02-08T02:27:49,867108,GET /rate/twice+upon+a+yesterday+1998=3,twice+upon+a+yesterday+1998,3
1066,161731,2023-02-08T02:27:50,927317,GET /rate/trapped+2002=3,trapped+2002,3
1067,161785,2023-02-08T02:27:50,704837,GET /rate/songwriter+1984=3,songwriter+1984,3
1068,161929,2023-02-08T02:27:50,194054,GET /rate/big+hero+6+2014=5,big+hero+6+2014,5
1069,161937,2023-02-08T02:27:50,750051,GET /rate/inception+2010=4,inception+2010,4
1070,162022,2023-02-08T02:27:50,691695,GET /rate/the+pirates+of+penzance+1983=3,the+pirates+of+penzance+1983,3
1071,162058,2023-02-08T02:27:50,873166,GET /rate/addams+family+values+1993=3,addams+family+values+1993,3
1072,162420,2023-02-08T02:27:51,555199,GET /rate/mad+monster+party+1967=4,mad+monster+party+1967,4
1073,162685,2023-02-08T02:27:51,280856,GET /rate/the+lord+of+the+rings+the+two+towers+2002=4,the+lord+of+the+rings+the+two+towers+2002,4
1074,162747,2023-02-08T02:27:51,282433,GET /rate/harry+potter+and+the+chamber+of+secrets+2002=3,harry+potter+and+the+chamber+of+secrets+2002,3
1075,162748,2023-02-08T02:27:51,888610,GET /rate/the+lord+of+the+rings+the+fellowship+of+the+ring+2001=4,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4
1076,162794,2023-02-08T02:27:52,15488,GET /rate/germany+year+zero+1948=5,germany+year+zero+1948,5
1077,162878,2023-02-08T02:27:52,119529,GET /rate/evilenko+2004=4,evilenko+2004,4
1078,162886,2023-02-08T02:27:52,226633,GET /rate/women+in+love+1969=5,women+in+love+1969,5
1079,162999,2023-02-08T02:27:52,4308,GET /rate/boy+meets+girl+1984=4,boy+meets+girl+1984,4
1080,164135,2023-02-08T02:27:54,661580,GET /rate/total+recall+1990=4,total+recall+1990,4
1081,164325,2023-02-08T02:27:54,513170,GET /rate/mulan+1998=5,mulan+1998,5
1082,164380,2023-02-08T02:27:54,474349,GET /rate/frozen+2013=4,frozen+2013,4
1083,164456,2023-02-08T02:27:55,553285,GET /rate/hunger+2008=4,hunger+2008,4
1084,164457,2023-02-08T02:27:55,601514,GET /rate/anything+for+her+2008=4,anything+for+her+2008,4
1085,164840,2023-02-08T02:27:55,172467,GET /rate/harry+potter+and+the+order+of+the+phoenix+2007=5,harry+potter+and+the+order+of+the+phoenix+2007,5
1086,164881,2023-02-08T02:27:55,515042,GET /rate/jane+eyre+2011=4,jane+eyre+2011,4
1087,164935,2023-02-08T02:27:55,556890,GET /rate/the+merry+widow+1925=3,the+merry+widow+1925,3
1088,165217,2023-02-08T02:27:56,180299,GET /rate/gia+1998=4,gia+1998,4
1089,165300,2023-02-08T02:27:56,369537,GET /rate/the+little+mermaid+1989=4,the+little+mermaid+1989,4
1090,165411,2023-02-08T02:27:56,353341,GET /rate/true+romance+1993=4,true+romance+1993,4
1091,165489,2023-02-08T02:27:57,684278,GET /rate/willy+wonka++the+chocolate+factory+1971=3,willy+wonka++the+chocolate+factory+1971,3
1092,165503,2023-02-08T02:27:57,114003,GET /rate/edge+of+madness+2002=5,edge+of+madness+2002,5
1093,165505,2023-02-08T02:27:57,720275,GET /rate/restless+2011=3,restless+2011,3
1094,166040,2023-02-08T02:27:58,434187,GET /rate/the+impossible+2012=4,the+impossible+2012,4
1095,166154,2023-02-08T02:27:58,549033,GET /rate/casino+royale+2006=4,casino+royale+2006,4
1096,166493,2023-02-08T02:27:58,51537,GET /rate/the+godfather+1972=5,the+godfather+1972,5
1097,166517,2023-02-08T02:27:58,179266,GET /rate/front+of+the+class+2008=3,front+of+the+class+2008,3
1098,166707,2023-02-08T02:27:59,55942,GET /rate/tangled+2010=4,tangled+2010,4
1099,166732,2023-02-08T02:27:59,830302,GET /rate/jupiter+ascending+2015=3,jupiter+ascending+2015,3
1100,166742,2023-02-08T02:27:59,56086,GET /rate/wieners+2008=4,wieners+2008,4
1101,167266,2023-02-08T02:28,559543,GET /rate/yumeji+1991=4,yumeji+1991,4
1102,167446,2023-02-08T02:28,581475,GET /rate/reach+the+rock+1998=2,reach+the+rock+1998,2
1103,167686,2023-02-08T02:28:01,719668,GET /rate/the+swan+princess+escape+from+castle+mountain+1997=3,the+swan+princess+escape+from+castle+mountain+1997,3
1104,167800,2023-02-08T02:28:01,105494,GET /rate/the+good_+the+bad+and+the+ugly+1966=4,the+good_+the+bad+and+the+ugly+1966,4
1105,167982,2023-02-08T02:28:01,767686,GET /rate/capital+2012=4,capital+2012,4
1106,168159,2023-02-08T02:28:02,829317,GET /rate/the+promotion+2008=3,the+promotion+2008,3
1107,168256,2023-02-08T02:28:02,144376,GET /rate/sansa+2004=5,sansa+2004,5
1108,168459,2023-02-08T02:28:02,875091,GET /rate/sin+nombre+2009=5,sin+nombre+2009,5
1109,168491,2023-02-08T02:28:02,671700,GET /rate/wide+eyed+and+legless+1993=4,wide+eyed+and+legless+1993,4
1110,168573,2023-02-08T02:28:02,346454,GET /rate/the+manchurian+candidate+1962=4,the+manchurian+candidate+1962,4
1111,168581,2023-02-08T02:28:02,888039,GET /rate/the+princess+diaries+2+royal+engagement+2004=3,the+princess+diaries+2+royal+engagement+2004,3
1112,168584,2023-02-08T02:28:02,666716,GET /rate/ditirambo+1969=3,ditirambo+1969,3
1113,168882,2023-02-08T02:28:03,744808,GET /rate/southern+comfort+1981=3,southern+comfort+1981,3
1114,168978,2023-02-08T02:28:03,746130,GET /rate/the+mark+of+zorro+1920=3,the+mark+of+zorro+1920,3
1115,169191,2023-02-08T02:28:03,653096,GET /rate/the+secret+world+of+arrietty+2010=3,the+secret+world+of+arrietty+2010,3
1116,169220,2023-02-08T02:28:04,269949,GET /rate/watchmen+2009=4,watchmen+2009,4
1117,169532,2023-02-08T02:28:04,939278,GET /rate/the+goat+1921=4,the+goat+1921,4
1118,169777,2023-02-08T02:28:05,166598,GET /rate/harry+potter+and+the+order+of+the+phoenix+2007=4,harry+potter+and+the+order+of+the+phoenix+2007,4
1119,169912,2023-02-08T02:28:05,112388,GET /rate/the+godfather+1972=5,the+godfather+1972,5
1120,169962,2023-02-08T02:28:05,560121,GET /rate/the+pirate+bay+away+from+keyboard+2013=4,the+pirate+bay+away+from+keyboard+2013,4
1121,169972,2023-02-08T02:28:05,553027,GET /rate/food_+inc.+2008=5,food_+inc.+2008,5
1122,170209,2023-02-08T02:28:05,933760,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5
1123,170269,2023-02-08T02:28:05,557344,GET /rate/whisper+of+the+heart+1995=5,whisper+of+the+heart+1995,5
1124,170359,2023-02-08T02:28:06,499588,GET /rate/howls+moving+castle+2004=4,howls+moving+castle+2004,4
1125,170828,2023-02-08T02:28:07,326265,GET /rate/splinterheads+2009=3,splinterheads+2009,3
1126,170919,2023-02-08T02:28:07,478128,GET /rate/inception+2010=5,inception+2010,5
1127,171004,2023-02-08T02:28:07,939569,GET /rate/apocalypse+now+1979=4,apocalypse+now+1979,4
1128,171254,2023-02-08T02:28:07,672087,GET /rate/facing+windows+2003=4,facing+windows+2003,4
1129,171506,2023-02-08T02:28:08,695671,GET /rate/wild+bill+2011=3,wild+bill+2011,3
1130,171606,2023-02-08T02:28:08,823868,GET /rate/the+yacoubian+building+2006=3,the+yacoubian+building+2006,3
1131,171775,2023-02-08T02:28:08,661925,GET /rate/airplane+1980=4,airplane+1980,4
1132,171798,2023-02-08T02:28:08,586179,GET /rate/clash+of+the+titans+1981=4,clash+of+the+titans+1981,4
1133,171905,2023-02-08T02:28:09,444588,GET /rate/detroit+9000+1973=2,detroit+9000+1973,2
1134,171999,2023-02-08T02:28:09,471341,GET /rate/american+history+x+1998=4,american+history+x+1998,4
1135,172105,2023-02-08T02:28:09,549852,GET /rate/big+mommas+house+2000=3,big+mommas+house+2000,3
1136,172111,2023-02-08T02:28:09,920450,GET /rate/stranger+than+fiction+2006=4,stranger+than+fiction+2006,4
1137,172162,2023-02-08T02:28:09,911770,GET /rate/life+is+all+you+get+1997=4,life+is+all+you+get+1997,4
1138,172196,2023-02-08T02:28:09,613703,GET /rate/lions+heart+2013=4,lions+heart+2013,4
1139,172563,2023-02-08T02:28:10,341384,GET /rate/white+house+down+2013=4,white+house+down+2013,4
1140,173033,2023-02-08T02:28:11,556880,GET /rate/the+terminator+1984=5,the+terminator+1984,5
1141,173285,2023-02-08T02:28:11,653036,GET /rate/the+loft+2014=4,the+loft+2014,4
1142,173314,2023-02-08T02:28:11,695577,GET /rate/harry+potter+and+the+order+of+the+phoenix+2007=4,harry+potter+and+the+order+of+the+phoenix+2007,4
1143,173514,2023-02-08T02:28:12,884456,GET /rate/casino+royale+2006=4,casino+royale+2006,4
1144,173566,2023-02-08T02:28:12,379957,GET /rate/same+love_+same+rain+1999=4,same+love_+same+rain+1999,4
1145,173615,2023-02-08T02:28:12,124977,GET /rate/alice+in+wonderland+2010=3,alice+in+wonderland+2010,3
1146,173685,2023-02-08T02:28:12,337727,GET /rate/the+winter+war+1989=4,the+winter+war+1989,4
1147,173707,2023-02-08T02:28:12,379199,GET /rate/the+internets+own+boy+the+story+of+aaron+swartz+2014=4,the+internets+own+boy+the+story+of+aaron+swartz+2014,4
1148,173760,2023-02-08T02:28:12,794481,GET /rate/tarzan+the+ape+man+1932=3,tarzan+the+ape+man+1932,3
1149,173799,2023-02-08T02:28:12,534328,GET /rate/forrest+gump+1994=4,forrest+gump+1994,4
1150,173910,2023-02-08T02:28:12,479868,GET /rate/show+people+1928=3,show+people+1928,3
1151,173998,2023-02-08T02:28:12,411572,GET /rate/kirikou+and+the+sorceress+1998=3,kirikou+and+the+sorceress+1998,3
1152,174036,2023-02-08T02:28:13,293724,GET /rate/diving+in+1990=3,diving+in+1990,3
1153,174331,2023-02-08T02:28:13,524253,GET /rate/zero+for+conduct+1933=4,zero+for+conduct+1933,4
1154,175114,2023-02-08T02:28:14,631268,GET /rate/saving+face+2012=5,saving+face+2012,5
1155,175231,2023-02-08T02:28:15,439145,GET /rate/bonhoeffer+agent+of+grace+2000=3,bonhoeffer+agent+of+grace+2000,3
1156,175268,2023-02-08T02:28:15,36642,GET /rate/river+queen+2005=4,river+queen+2005,4
1157,175275,2023-02-08T02:28:15,789017,GET /rate/kill+the+messenger+2014=4,kill+the+messenger+2014,4
1158,175299,2023-02-08T02:28:15,704152,GET /rate/back+to+the+future+1985=3,back+to+the+future+1985,3
1159,175698,2023-02-08T02:28:15,426103,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5
1160,175734,2023-02-08T02:28:16,782209,GET /rate/higher+learning+1995=2,higher+learning+1995,2
1161,175884,2023-02-08T02:28:16,234970,GET /rate/fresh+guacamole+2012=4,fresh+guacamole+2012,4
1162,176019,2023-02-08T02:28:16,936871,GET /rate/ronin+1998=3,ronin+1998,3
1163,176405,2023-02-08T02:28:17,683077,GET /rate/how+bruce+lee+changed+the+world+2009=4,how+bruce+lee+changed+the+world+2009,4
1164,176521,2023-02-08T02:28:17,717515,GET /rate/the+sand+pebbles+1966=4,the+sand+pebbles+1966,4
1165,176536,2023-02-08T02:28:17,926960,GET /rate/robot+stories+2003=3,robot+stories+2003,3
1166,176755,2023-02-08T02:28:17,352483,GET /rate/my+awkward+sexual+adventure+2012=3,my+awkward+sexual+adventure+2012,3
1167,176763,2023-02-08T02:28:17,66558,GET /rate/the+raven+1963=3,the+raven+1963,3
1168,176783,2023-02-08T02:28:18,393190,GET /rate/spirited+away+2001=4,spirited+away+2001,4
1169,176790,2023-02-08T02:28:18,220330,GET /rate/excess+baggage+1997=3,excess+baggage+1997,3
1170,176886,2023-02-08T02:28:18,699075,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5
1171,177013,2023-02-08T02:28:18,845356,GET /rate/my+neighbor+totoro+1988=4,my+neighbor+totoro+1988,4
1172,177122,2023-02-08T02:28:18,230641,GET /rate/the+debut+2000=3,the+debut+2000,3
1173,177454,2023-02-08T02:28:19,373075,GET /rate/the+hire+beat+the+devil+2002=4,the+hire+beat+the+devil+2002,4
1174,177577,2023-02-08T02:28:19,296484,GET /rate/turn+me+on_+dammit+2011=4,turn+me+on_+dammit+2011,4
1175,177871,2023-02-08T02:28:20,196413,GET /rate/the+burrowers+2008=3,the+burrowers+2008,3
1176,177993,2023-02-08T02:28:20,852807,GET /rate/from+russia+with+love+1963=3,from+russia+with+love+1963,3
1177,178031,2023-02-08T02:28:20,79415,GET /rate/el+nio+2014=4,el+nio+2014,4
1178,178040,2023-02-08T02:28:20,518367,GET /rate/exit+2006=3,exit+2006,3
1179,178063,2023-02-08T02:28:20,527607,GET /rate/the+curse+of+frankenstein+1957=3,the+curse+of+frankenstein+1957,3
1180,178156,2023-02-08T02:28:20,503612,GET /rate/forrest+gump+1994=4,forrest+gump+1994,4
1181,178310,2023-02-08T02:28:20,941792,GET /rate/sonatine+1993=3,sonatine+1993,3
1182,178361,2023-02-08T02:28:20,83805,GET /rate/phaedra+1962=3,phaedra+1962,3
1183,178486,2023-02-08T02:28:21,155457,GET /rate/black+venus+2010=4,black+venus+2010,4
1184,178659,2023-02-08T02:28:21,16859,GET /rate/black+sunday+1977=4,black+sunday+1977,4
1185,178914,2023-02-08T02:28:22,902649,GET /rate/shaolin+kung-fu+mystagogue+1977=3,shaolin+kung-fu+mystagogue+1977,3
1186,179137,2023-02-08T02:28:22,890755,GET /rate/a+tale+of+two+cities+1958=3,a+tale+of+two+cities+1958,3
1187,179744,2023-02-08T02:28:23,269759,GET /rate/hot+lead++cold+feet+1978=3,hot+lead++cold+feet+1978,3
1188,179900,2023-02-08T02:28:23,264150,GET /rate/young+black+stallion+2003=3,young+black+stallion+2003,3
1189,180068,2023-02-08T02:28:24,440587,GET /rate/shutter+island+2010=4,shutter+island+2010,4
1190,180094,2023-02-08T02:28:24,854739,GET /rate/cell+211+2009=4,cell+211+2009,4
1191,180158,2023-02-08T02:28:24,309045,GET /rate/the+hobbit+an+unexpected+journey+2012=4,the+hobbit+an+unexpected+journey+2012,4
1192,180186,2023-02-08T02:28:24,656285,GET /rate/beethovens+treasure+tail+2014=3,beethovens+treasure+tail+2014,3
1193,180290,2023-02-08T02:28:24,373568,GET /rate/ornamental+hairpin+1941=3,ornamental+hairpin+1941,3
1194,180297,2023-02-08T02:28:24,617476,GET /rate/tupac+resurrection+2003=3,tupac+resurrection+2003,3
1195,180319,2023-02-08T02:28:24,798152,GET /rate/tokyo+chorus+1931=4,tokyo+chorus+1931,4
1196,180601,2023-02-08T02:28:25,322169,GET /rate/moebius+2013=4,moebius+2013,4
1197,181005,2023-02-08T02:28:25,503147,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5
1198,181079,2023-02-08T02:28:25,265289,GET /rate/coraline+2009=4,coraline+2009,4
1199,181122,2023-02-08T02:28:26,507891,GET /rate/the+special+relationship+2010=3,the+special+relationship+2010,3
1200,181201,2023-02-08T02:28:26,713652,GET /rate/beyond+the+law+1992=3,beyond+the+law+1992,3
1201,181334,2023-02-08T02:28:26,801319,GET /rate/total+recall+1990=4,total+recall+1990,4
1202,181555,2023-02-08T02:28:26,173398,GET /rate/sur+1988=3,sur+1988,3
1203,181578,2023-02-08T02:28:26,553158,GET /rate/my+cousin+vinny+1992=4,my+cousin+vinny+1992,4
1204,181592,2023-02-08T02:28:26,811984,GET /rate/nanayo+2008=4,nanayo+2008,4
1205,181766,2023-02-08T02:28:27,287681,GET /rate/up+2009=4,up+2009,4
1206,181827,2023-02-08T02:28:27,865068,GET /rate/revenge+1990=2,revenge+1990,2
1207,181987,2023-02-08T02:28:27,573559,GET /rate/paper+heart+2009=3,paper+heart+2009,3
1208,181998,2023-02-08T02:28:27,115905,GET /rate/the+forbidden+christ+1951=3,the+forbidden+christ+1951,3
1209,182040,2023-02-08T02:28:27,24712,GET /rate/justice+league+crisis+on+two+earths+2010=4,justice+league+crisis+on+two+earths+2010,4
1210,182431,2023-02-08T02:28:28,472080,GET /rate/muddy+river+1981=5,muddy+river+1981,5
1211,182542,2023-02-08T02:28:28,18531,GET /rate/mister+lonely+2008=4,mister+lonely+2008,4
1212,182661,2023-02-08T02:28:28,293960,GET /rate/x-men+days+of+future+past+2014=3,x-men+days+of+future+past+2014,3
1213,182743,2023-02-08T02:28:29,191722,GET /rate/tenderness+2009=4,tenderness+2009,4
1214,182776,2023-02-08T02:28:29,387007,GET /rate/the+dark+knight+2008=4,the+dark+knight+2008,4
1215,182795,2023-02-08T02:28:29,363294,GET /rate/august+evening+2007=3,august+evening+2007,3
1216,182845,2023-02-08T02:28:29,939502,GET /rate/cinderella+ii+dreams+come+true+2002=3,cinderella+ii+dreams+come+true+2002,3
1217,182972,2023-02-08T02:28:29,874196,GET /rate/the+housekeeper+2002=4,the+housekeeper+2002,4
1218,183033,2023-02-08T02:28:29,782536,GET /rate/il+divo+2008=4,il+divo+2008,4
1219,183153,2023-02-08T02:28:29,149686,GET /rate/le+million+1931=4,le+million+1931,4
1220,183189,2023-02-08T02:28:29,225258,GET /rate/the+beguiled+1971=4,the+beguiled+1971,4
1221,183326,2023-02-08T02:28:30,234139,GET /rate/winners++sinners+1983=4,winners++sinners+1983,4
1222,183439,2023-02-08T02:28:30,718405,GET /rate/harry+potter+and+the+philosophers+stone+2001=4,harry+potter+and+the+philosophers+stone+2001,4
1223,183490,2023-02-08T02:28:30,46519,GET /rate/full+metal+jacket+1987=4,full+metal+jacket+1987,4
1224,183508,2023-02-08T02:28:30,351367,GET /rate/repo+man+1984=3,repo+man+1984,3
1225,183867,2023-02-08T02:28:31,833053,GET /rate/aladdin+and+the+king+of+thieves+1996=2,aladdin+and+the+king+of+thieves+1996,2
1226,183937,2023-02-08T02:28:31,575997,GET /rate/close+encounters+of+the+third+kind+1977=4,close+encounters+of+the+third+kind+1977,4
1227,184019,2023-02-08T02:28:31,292727,GET /rate/chaotic+ana+2007=3,chaotic+ana+2007,3
1228,184051,2023-02-08T02:28:31,202850,GET /rate/shrek+2+2004=3,shrek+2+2004,3
1229,184066,2023-02-08T02:28:31,284908,GET /rate/ong-bak+the+thai+warrior+2003=4,ong-bak+the+thai+warrior+2003,4
1230,184097,2023-02-08T02:28:31,830316,GET /rate/g+2002=3,g+2002,3
1231,184641,2023-02-08T02:28:32,401138,GET /rate/thor+2011=4,thor+2011,4
1232,184839,2023-02-08T02:28:32,830560,GET /rate/batman+begins+2005=5,batman+begins+2005,5
1233,184868,2023-02-08T02:28:33,703461,GET /rate/the+hunchback+of+notre+dame+1996=4,the+hunchback+of+notre+dame+1996,4
1234,185405,2023-02-08T02:28:34,22658,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4
1235,185414,2023-02-08T02:28:34,580742,GET /rate/leon+the+professional+1994=3,leon+the+professional+1994,3
1236,185630,2023-02-08T02:28:34,783426,GET /rate/empire+of+dreams+the+story+of+the+star+wars+trilogy+2004=4,empire+of+dreams+the+story+of+the+star+wars+trilogy+2004,4
1237,185714,2023-02-08T02:28:34,97276,GET /rate/the+barretts+of+wimpole+street+1934=4,the+barretts+of+wimpole+street+1934,4
1238,186536,2023-02-08T02:28:36,667787,GET /rate/taste+of+cherry+1997=4,taste+of+cherry+1997,4
1239,186564,2023-02-08T02:28:36,500299,GET /rate/pearl+jam+twenty+2011=4,pearl+jam+twenty+2011,4
1240,186650,2023-02-08T02:28:36,886458,GET /rate/law+of+desire+1987=3,law+of+desire+1987,3
1241,186690,2023-02-08T02:28:36,305624,GET /rate/ratcatcher+1999=4,ratcatcher+1999,4
1242,186739,2023-02-08T02:28:36,881182,GET /rate/the+return+2003=3,the+return+2003,3
1243,186899,2023-02-08T02:28:36,679935,GET /rate/my+man+godfrey+1936=5,my+man+godfrey+1936,5
1244,186927,2023-02-08T02:28:36,104235,GET /rate/oss+117+cairo_+nest+of+spies+2006=4,oss+117+cairo_+nest+of+spies+2006,4
1245,186936,2023-02-08T02:28:36,246623,GET /rate/the+play+house+1921=3,the+play+house+1921,3
1246,186987,2023-02-08T02:28:36,411708,GET /rate/the+eighth+day+1996=4,the+eighth+day+1996,4
1247,187106,2023-02-08T02:28:37,543516,GET /rate/great+world+of+sound+2007=4,great+world+of+sound+2007,4
1248,187189,2023-02-08T02:28:37,473444,GET /rate/stonehearst+asylum+2014=4,stonehearst+asylum+2014,4
1249,187243,2023-02-08T02:28:37,739067,GET /rate/gone+girl+2014=4,gone+girl+2014,4
1250,187480,2023-02-08T02:28:37,386502,GET /rate/adam+2009=4,adam+2009,4
1251,187557,2023-02-08T02:28:38,25234,GET /rate/eurotrip+2004=3,eurotrip+2004,3
1252,187679,2023-02-08T02:28:38,237441,GET /rate/alien+1979=4,alien+1979,4
1253,187718,2023-02-08T02:28:38,524690,GET /rate/death+line+1972=4,death+line+1972,4
1254,188028,2023-02-08T02:28:38,580501,GET /rate/the+life+of+oharu+1952=4,the+life+of+oharu+1952,4
1255,188154,2023-02-08T02:28:39,196711,GET /rate/source+code+2011=4,source+code+2011,4
1256,188163,2023-02-08T02:28:39,284559,GET /rate/santa+claus+has+blue+eyes+1966=3,santa+claus+has+blue+eyes+1966,3
1257,188234,2023-02-08T02:28:39,207572,GET /rate/last+year+at+marienbad+1961=5,last+year+at+marienbad+1961,5
1258,188335,2023-02-08T02:28:39,133098,GET /rate/fury+2014=2,fury+2014,2
1259,188584,2023-02-08T02:28:39,365532,GET /rate/howls+moving+castle+2004=4,howls+moving+castle+2004,4
1260,188815,2023-02-08T02:28:40,598389,GET /rate/the+day+the+earth+stood+still+2008=4,the+day+the+earth+stood+still+2008,4
1261,188892,2023-02-08T02:28:40,461714,GET /rate/higher+learning+1995=3,higher+learning+1995,3
1262,188899,2023-02-08T02:28:40,597331,GET /rate/spider-man+2002=5,spider-man+2002,5
1263,188950,2023-02-08T02:28:40,254634,GET /rate/the+wrong+arm+of+the+law+1963=4,the+wrong+arm+of+the+law+1963,4
1264,189063,2023-02-08T02:28:40,253291,GET /rate/front+page+woman+1935=3,front+page+woman+1935,3
1265,189266,2023-02-08T02:28:41,256399,GET /rate/enter+nowhere+2011=3,enter+nowhere+2011,3
1266,189295,2023-02-08T02:28:41,643247,GET /rate/the+goonies+1985=3,the+goonies+1985,3
1267,189906,2023-02-08T02:28:42,396434,GET /rate/gladiator+2000=3,gladiator+2000,3
1268,189930,2023-02-08T02:28:42,395116,GET /rate/the+given+word+1962=4,the+given+word+1962,4
1269,190206,2023-02-08T02:28:42,247598,GET /rate/morituri+1965=4,morituri+1965,4
1270,190544,2023-02-08T02:28:43,247091,GET /rate/judgment+in+berlin+1988=3,judgment+in+berlin+1988,3
1271,190862,2023-02-08T02:28:44,858521,GET /rate/dinosaur+13+2014=2,dinosaur+13+2014,2
1272,191447,2023-02-08T02:28:45,763154,GET /rate/geronimo+an+american+legend+1993=3,geronimo+an+american+legend+1993,3
1273,191764,2023-02-08T02:28:45,302185,GET /rate/city+in+darkness+1939=4,city+in+darkness+1939,4
1274,192114,2023-02-08T02:28:46,624297,GET /rate/brazil+1985=4,brazil+1985,4
1275,192120,2023-02-08T02:28:46,325970,GET /rate/what+happened_+miss+simone+2015=3,what+happened_+miss+simone+2015,3
1276,192126,2023-02-08T02:28:46,557506,GET /rate/pinocchio+1940=4,pinocchio+1940,4
1277,192560,2023-02-08T02:28:47,791716,GET /rate/the+dark+knight+rises+2012=5,the+dark+knight+rises+2012,5
1278,193092,2023-02-08T02:28:48,287918,GET /rate/moll+flanders+1996=4,moll+flanders+1996,4
1279,193136,2023-02-08T02:28:48,154814,GET /rate/the+7th+floor+2013=4,the+7th+floor+2013,4
1280,193197,2023-02-08T02:28:48,229028,GET /rate/taboo+2002=4,taboo+2002,4
1281,193246,2023-02-08T02:28:48,54596,GET /rate/cold+comfort+farm+1995=5,cold+comfort+farm+1995,5
1282,193247,2023-02-08T02:28:48,922863,GET /rate/couples+retreat+2009=3,couples+retreat+2009,3
1283,193252,2023-02-08T02:28:48,246138,GET /rate/2001+a+space+odyssey+1968=5,2001+a+space+odyssey+1968,5
1284,193254,2023-02-08T02:28:48,206460,GET /rate/day+of+wrath+1943=4,day+of+wrath+1943,4
1285,193433,2023-02-08T02:28:48,833813,GET /rate/the+fisher+king+1991=3,the+fisher+king+1991,3
1286,193596,2023-02-08T02:28:49,615532,GET /rate/corto+maltese+in+siberia+2002=5,corto+maltese+in+siberia+2002,5
1287,193625,2023-02-08T02:28:49,286841,GET /rate/the+effect+of+gamma+rays+on+man-in-the-moon+marigolds+1972=3,the+effect+of+gamma+rays+on+man-in-the-moon+marigolds+1972,3
1288,193731,2023-02-08T02:28:49,351062,GET /rate/i+know+where+im+going+1945=5,i+know+where+im+going+1945,5
1289,193784,2023-02-08T02:28:49,323257,GET /rate/titanic+1997=4,titanic+1997,4
1290,193829,2023-02-08T02:28:49,404140,GET /rate/a+haunted+house+2+2014=3,a+haunted+house+2+2014,3
